"UserID","Day of Year","Activity1 Status","Activity2 Status","Activity3 Status","Activity4 Status"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","1","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","2","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","3","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","4","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","5","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","6","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","7","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","8","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","9","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","10","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","11","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","12","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","13","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","14","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","15","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","16","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","17","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","18","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","19","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","20","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","21","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","22","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","23","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","24","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","25","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","26","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","27","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","28","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","29","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","30","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","31","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","32","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","33","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","34","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","35","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","36","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","37","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","38","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","39","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","40","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","41","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","42","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","43","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","44","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","45","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","46","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","47","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","48","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","49","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","50","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","51","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","52","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","53","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","54","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","55","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","56","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","57","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","58","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","59","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","60","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","61","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","62","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","63","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","64","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","65","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","66","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","67","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","68","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","69","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","70","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","71","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","72","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","73","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","74","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","75","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","76","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","77","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","78","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","79","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","80","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","81","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","82","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","83","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","84","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","85","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","86","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","87","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","88","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","89","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","90","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","91","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","92","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","93","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","94","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","95","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","96","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","97","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","98","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","99","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","100","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","101","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","102","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","103","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","104","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","105","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","106","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","107","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","108","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","109","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","110","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","111","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","112","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","113","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","114","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","115","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","116","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","117","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","118","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","119","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","120","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","121","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","122","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","123","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","124","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","125","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","126","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","127","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","128","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","129","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","130","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","131","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","132","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","133","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","134","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","135","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","136","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","137","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","138","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","139","1","1","1","1"
"f8e9096a-f57f-40dc-8753-383ef96f0a47","140","1","1","1","1"
